Word,Language,Example
accroîtront,FRA,"«S'il y a avait une diminution de l'offre, en raison de perturbations dans des pays producteurs, les pays de l'Opep, comme l'Arabie saoudite, accroîtront leur production», a-t-il assuré à l'issue d'une réunion ministérielle du Forum international de l'Energie (IEF), rassemblant les principaux pays consommateurs et producteurs de la planète."
accroîtront,FRA,"Les exigences de l'Autorité bancaire européenne (ABE) en matière de renforcement des fonds propres d'ici la mi-2012 accroîtront les risques pour les banques de la région et pèseront sur leurs bilans, a averti un haut responsable de Moody's."
accroîtront,FRA,"Son président, Marc Pigeon, évoque des décisions « néfastes » qui accroîtront les difficultés des Français à se loger, avec l'augmentation attendue des loyers et un rétrécissement de l'offre."
acculant,FRA,"En dépit de ce constat, il demeure que la volonté réelle du pouvoir et ses desseins ne peuvent être vérifiés que sur le terrain, en l’acculant à accepter une véritable opposition et à négocier une sortie de crise bénéfique pour le pays."
acculant,FRA,Et m’acculant le dos au mur
accule,FRA,On accule les individus à trahir leurs valeurs.
accule,FRA,"Il nous accule plutôt au constat que « tout le monde a quelque chose à dire (et cultive généralement la très embêtante volonté de l'écrire) », ce qui est à peine moins pire, car, par exemple, le mythe de « l'écrivain comme voix des sans-voix », celui qui parle à la place d'une humanité silencieuse, y perd une bonne part de son crédit."
accule,FRA,La fièvre révolutionnaire qui s’est récemment emparée des plus prudents éditorialistes témoigne d’abord de l’intense réaction immunitaire à quoi l’événement accule le discours dominant.
accéléraient,FRA,Les Lorrains accéléraient encore en fin de période offrant des courses et du jeu rapide où Jordan Gœuriot tirait les marrons du feu (51-43).
accéléraient,FRA,"Après un premier quart d'heure équilibré, les Verts accéléraient la cadence à la demande de leur entraîneur et parvenaient à se mettre en bonne position à l'approche de la cage girondine."
accéléraient,FRA,"Au bout de cinq minutes d'observation, les Verts et Ghoulam accéléraient mais Kitambala voyait sa tête manquer le cadre (6e)."
accéléraient,FRA,"Les importations se sont redressées (+0,3% après -1,2%) tandis que les exportations accéléraient légèrement (+0,7% après +0,5%)."
accéléraient,FRA,"Les partenaires d'Harinordoquy accéléraient enfin: après plusieurs phases de jeu, Damien Traille fixait et transmettait à Iain Balshaw qui aplatissait en coin (18-14, 59)."
accélérerait,FRA,"Alors que la crise pèse sur ses activités dans les déchets et que les municipalités mettent ses prix sous pression dans l'eau en France, Veolia avait déjà annoncé en août qu'il quitterait d'ici la fin 2013 près de la moitié des pays où il est présent et qu'il accélérerait ses réductions de coûts."
accélérerait,FRA,"Le produit intérieur brut (PIB) des Etats-Unis progresserait de 2% l'an prochain (au lieu de 3,1%), puis accélérerait quelque peu en 2013, à 2,5%."
accélérerait,FRA,"Ensuite, ""le modèle économique français est assis sur la consommation et la TVA impacte sur la consommation, on accélérerait donc la réduction de la consommation des ménages et ça abîmerait notre croissance en profondeur"", a assuré M. Baroin."
accélérerait,FRA,"La première est une voie rapide consistant à réviser des protocoles du traités et la législation secondaire, ce qui accélérerait le processus de ratification dans l'ensemble des pays de l'UE."
accélérerait,FRA," La première est une voie rapide consistant à réviser des protocoles du traités et la législation secondaire, ce qui accélérerait le processus de ratification dans l'ensemble des pays de l'UE."
accélérerait,FRA,Le départ de Tévez à Milan accélérerait l'arrivée de Pato au PSG ?
acharna,FRA,L’homme sauta dans le trou en proie en une rage folle et s’acharna sur la malheureuse en lui assenant de multiples coups de pelles.
acquiers,FRA,Je poursuis mon apprentissage et acquiers du métier. »
acquiers,FRA,"Brise les idoles, n'aie plus qu'une seule direction, une seule quibla, acquiers la concentration et le détachement."
acquiers,FRA,"Sans pensées, ni sentiments, ni désirs inutiles, tu acquiers la santé physique et mentale, tu connais la joie de vivre."
acquittaient,FRA,"Inversement, il y eut des cas — évidemment rares — où des jeunes gens non spartiates furent autorisés à subir l’éducation spartiate, et si ces “enfants étrangers” s’en acquittaient bien, il semble qu’ils aient eu le même droit à être admis parmi les “égaux” que leurs condisciples spartiates."
acquittait,FRA,"Conséquence: pour assurer son premier véhicule, un jeune homme acquittait jusqu'ici en moyenne une prime supérieure de 50% à 100% à celle payée par une jeune femme."
actionnez,FRA,Ajoutez le jaune et actionnez le robot.
actionnées,FRA,"Il est sorti du café, en laissant derrière lui une valise contenant les deux bombes de 6 à 9 kilos, qu’il a actionnées avec un téléphone portable”, a expliqué le ministre."
actionnées,FRA,"Ce monoplace dispose de deux hélices à rotation indépendante, actionnées par deux manettes."
actionnées,FRA,"Mais les décors bougent quand on tourne la manivelle, les pantins s'élèvent quand les ficelles sont actionnées, l'histoire fonctionne, l'émotion est là."
actionnés,FRA,D'autres leviers pourraient être actionnés pour lutter contre les importations à bas coûts et réduire le coût du travail.
actionnés,FRA,Elle a laissé entendre que d'autres leviers pourraient être actionnés pour lutter contre les importations à bas coûts et réduire les charges sociales qui pèsent sur le coût du travail et la compétitivité de l'économie française.
actionnés,FRA,"Les premiers ramassages ont débuté dans la plaine, d'abord à Bellocq et Lahontan avant que les sécateurs ne soient actionnés sur les coteaux à Salies, Orthez, Bérenx et Puyoô."
actionnés,FRA,"Sachant que les maires ont tout pouvoir de se faire payer par des moyens légaux, actionnés contre les adultes."
actionnés,FRA,D’autres leviers pourraient être actionnés pour lutter contre les importations à bas coûts et réduire le coût du travail.
actionnés,FRA,"Pas de doute, les molécules de THC emplissent l'atmosphère, les briquets sont actionnés nerveusement un peu partout dans la salle au milieu de nuages ankylosants."
actionnés,FRA,"Pour faire des économies, trois leviers sont actionnés par presque tous les Etats : deux pour diminuer les dépenses, et le troisième pour augmenter les recettes."
actionnés,FRA,"Ceux-ci évoluent comme s'ils suivaient des lignes géométriques, coupées en angles droits, ils marchent mécaniquement comme des robots ou, mieux encore, comme des marionnettes dont les fils seraient actionnés par le Pouvoir."
acuponcture,FRA,"Les femmes on souvent recourt aux « médecines alternatives », c'est pourquoi la mutuelle sante de la compagnie des femmes propose dans chacune de ses 3 formules un pack « médecine douce » avec le remboursement des soins pédicurie – podologie, ostéopathie, acuponcture, massage ayurvédique, naturopathie, réflexologie, shiatsu, yoga…"
acuponcture,FRA,"Viens te faire détendre l’acuponcture par Béa, et tu verras."
acuponcture,FRA,PS : tout témoignage d’accro d’acuponcture (attention! pas celui avec les aiguilles qui piquent.
acétate,FRA,"J'ai pris un acétate ( ok j'en avait pas, j'ai pris un cahier avec page transparente du Dollarama que j'ai bien lavé) et dessiné un dessin de lapin que j'ai mis en dessous."
acétate,FRA,blogspot.com	2011/04/12	3	0	Feuille transparente en acétate imprimé: Home décor de Screen Prints
acétate,FRA,"Derome Brenner, la rencontre de deux créateurs qui fabriquent de magnifiques lunettes et bijoux en acétate de cellulose, un processus de fabrication long et rigoureux, produits en France, en petite quantité, une marque très créative qui joue avec les couleurs, vous êtes sûr d'avoir une jolie paire de lunettes et de ne pas la croiser partout."
acétate,FRA,Une acétate (même grandeur)
acétate,FRA,- acétate d'ethyle
acétate,FRA,"L’acétate de benzyle:grandement utilisé en parfumerie pour une odeur de fleurs, jasmin ou de fruits."
acétate,FRA,L’acétate de benzyle est absorbé par la peau qui entre en contact direct avec vos vêtements.
acétate,FRA,"Réalisé avec une grande quantité de vanilline, une généreuse louche d’absolu benjoin pour l’onctuosité, un soupçon d’acétate d’éthyle et de lie de vin pour l’étincelle gourmande et efficace du rhum, le Lait de Poule, transformé en produit d’hygiène de masse grâce aux premières incidences du marketing venu d’outre-Atlantique et qui débutait en France, véhicula le sentiment d’un shampooing fortifiant, naturel et embellissant."
acétate,FRA,Pas en bois mais acétate non poli.
adages,FRA,"Les adages après la Sainte-Croix sont sans appel: soit l'automne revet de beaux habits, soit il faut piquer les boeufs..."
adages,FRA,"“Petit à petit on devient moins petit” ,”laisser faire le temps”, “le temps soigne les blessures”, voici autant d’adages populaires qui m’énervaient tant je voulais que les choses avancent, tant je voulais que ma vie change et qu’elle prenne la bonne direction!"
adages,FRA,"La Vie d’Ali est transposée sur leur propre histoire, Kerbela, Chah Ismail (se présentant comme la manifestation d’Ali) est sans cesse présent dans les poèmes, chants, proverbes et adages."
adaptais,FRA,"Eh bien, ils participaient tout de même et faisait des efforts. j’adaptais les calculs demandés au niveau de celui qui défiait si besoin."
adaptait,FRA,"A la même époque, le député UMP adaptait une expression utilisée à l'époque de François Mitterrand, parlant de ""gauche ultra-caviar""."
adaptait,FRA,Elle avait en effet un timbre de voix doux qui s’adaptait à toutes les partitions.
adaptait,FRA,"Il y a quelques mois, quand la presse a annoncé que ce cher Marty adaptait un roman pour enfants, cela m'a quand même un peu inquiétée."
adaptait,FRA,Et si on adaptait notre préachat à son usage...
adaptatifs,FRA,"Le système de navigation avec accès internet est à 2.540 euros, le simple GPS à 1.650 euros, les phares adaptatifs au xénon à 1.550, le toit ouvrant à 1.000, l'alarme antivol à 490 !"
adaptatifs,FRA,"Parallèlement, les effets négatifs de quelques allèles dans le “set” qui étaient inadaptés en Afrique peuvent avoir été compensés par les effets positifs des allèles adaptatifs restants dans le “set”."
adaptatifs,FRA,Coder des emails adaptatifs est juste super relou… Ou bien il faut supporter uniquement 3-4 clients mails…
adhésives,FRA,"Comptable de formation, elle était en recherche d'emploi depuis décembre dernier après la fermeture de l'entreprise Étiquettes adhésives de Jurançon."
adhésives,FRA,"J'ai posé deux ""sutures adhésives"", après nettoyage, pour m'assurer que le tout cicatriserait le plus discrètement possible."
administrera,FRA,Le centre se propose d’organiser la prise en charge des volontaires dans leur lieux de villégiature en contactant l’hôpital le plus proche qui administrera les traitements durant cette période.
admonestation,FRA,"Une admonestation, en quelque sorte, qui ne figure même pas sur la grille des sanctions."
